Locus_Tag,Recovery_6hours_vs_naive_ratio,Recovery_6hours_vs_naive_FDR,Recovery_6hours_vs_naive_significance,Recovery_6hours_vs_initial_encounter_ratio,Recovery_6hours_vs_initial_encounter_FDR,Recovery_6hours_vs_initial_encounter_significance,Recovery_10hours_vs_recovery_6hours_ratio,Recovery_10hours_vs_recovery_6hours_FDR,Recovery_10hours_vs_recovery_6hours_significance,Recovery_10hours_vs_initial_encounter_ratio,Recovery_10hours_vs_initial_encounter_FDR,Recovery_10hours_vs_initial_encounter_significance,Recovery_15hours_vs_recovery_6hours_ratio,Recovery_15hours_vs_recovery_6hours_FDR,Recovery_15hours_vs_6hours_significance,Recovery_15hours_vs_initial_encounter_significance,Recovery_15hours_vs_initial_encounter_FDR,Recovery_15hours_vs_initial_encounter_significance,Locus Tag,Direction,McLean_product,NcLean_KEGG,McLean_COG,McLean_transport_group,Alternative_locus_tag,Genbank_RefSeq,Genbank_RefSeq_protein_id,Genbank_RefSeq_product,Genbank_RefSeq_EC,Genbank,Genbank_protein_id,Genbank_product,Genbank_EC,Prokka_id,Prokka_product,Prokka_gene_name,Prokka_EC,PATRIC_id,PATRIC_product,PATRIC_EC,PATRIC_class,Seed_id,Seed_product,Seed_EC,eggNog_product,eggNog_gene_name,eggNog_EC,eggNog_KEGG,eggNog_KEGG_pathway,eggNog_KEGG_module,eggNog_KEGG_reaction,eggNog_KEGG_rclass,eggNog_COG,eggNog_GO,Uniprot_id,Uniprot_product,Uniprot_gene_name,Uniprot_EC,Uniprot_GO_IDs,Uniprot_GO_names,Uniprot_subcellular_location ,Uniprot_Transmembrane,Locus_Tag,,Locus Tag,Recovery15_vs_initial_ratio,Recovery15_vs_initial_FDR,Recovery15_vs_initial_call
APY09_06765,0.19,4.87E-01,no,0.56,3.72E-02,increased,0.16,9.97E-01,no,0.71,8.70E-03,recovery,0.16,7.95E-01,no,0.72,8.34E-03,recovery,APY09_06765,forward,hypothetical protein,K01992,S: Function Unknown ,,APY09_RS06760,GI:983398453,WP_060566966.1,hypothetical protein,,GI:960429251,KSW11155.1,hypothetical protein,,XH001_01371,hypothetical protein,,,fig|1660.4.peg.1382,,,,SEED:fig|1660.5.peg.1305,putative integral membrane transport protein,,,,,K01992,,M00254,,,,,A0A0V8RT55,Uncharacterized protein,,,GO:0016021,integral component of membrane [GO:0016021],,"TRANSMEM 21..48;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 60..80;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 101..127;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 139..163;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 175..195;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 338..359;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 365..390;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 411..429;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 441..462;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 491..516;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 522..540;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""",APY09_06765,,APY09_06765,0.715957455,0.008344969,up
APY09_06770,-0.07,6.98E-01,no,1.36,2.13E-07,increased,0.36,7.02E-01,no,1.72,3.69E-09,recovery,0.56,3.19E-02,hour15,1.91,8.51E-10,recovery,APY09_06770,reverse,hypothetical protein,,S: Function Unknown ,,APY09_RS06765,GI:983398456,WP_060566969.1,hypothetical protein,,GI:960429252,KSW11156.1,cell wall protein,,XH001_01372,hypothetical protein,,,fig|1660.4.peg.1383,,,,SEED:fig|1660.5.peg.1306,hypothetical protein,,cell wall anchor domain protein,,,,,,,,S: Function Unknown ,,A0A0V8RSV0,Cell wall protein,,,GO:0016021,integral component of membrane [GO:0016021],,"TRANSMEM 596..615;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""",APY09_06770,,APY09_06770,1.912771601,8.51E-10,up
APY09_06785,-0.30,1.42E-01,no,0.29,1.67E-01,no,0.03,9.97E-01,no,0.32,1.29E-01,no,0.08,8.81E-01,no,0.37,9.43E-02,no,APY09_06785,forward,DtxR family transcriptional regulator,K03709,K: Transcription ,,APY09_RS06780,GI:983398458,WP_060566971.1,DtxR family transcriptional regulator,,GI:960429253,KSW11157.1,DtxR family transcriptional regulator,,XH001_01375,Iron-dependent repressor IdeR,ideR_2,,fig|1660.4.peg.1384,,,,SEED:fig|1660.5.peg.1307,Mn-dependent transcriptional regulator MntR,,Iron dependent repressor DNA binding domain protein,sirR,,K03709,,,,,K: Transcription ,,A0A0V8RSW0,DtxR family transcriptional regulator,,,GO:0003677; GO:0003700; GO:0046914; GO:0046983,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; protein dimerization activity [GO:0046983]; transition metal ion binding [GO:0046914],,,APY09_06785,,APY09_06785,0.366199874,0.094282303,unchanged
APY09_06790,-0.27,8.62E-02,no,0.47,7.04E-03,no,0.25,9.97E-01,no,0.72,1.32E-04,recovery,0.29,2.88E-01,no,0.76,1.10E-04,recovery,APY09_06790,reverse,diadenosine tetraphosphate hydrolase,K02503,F: Nucleotide metabolism and transport G: Carbohydrate metabolism and transport ,,APY09_RS06785,GI:983398460,WP_060566973.1,diadenosine tetraphosphate hydrolase,,GI:960429254,KSW11158.1,diadenosine tetraphosphate hydrolase,,XH001_01376,HIT-like protein,,3.-.-.-,fig|1660.4.peg.1385,,,,SEED:fig|1660.5.peg.1308,HIT family protein,,histidine triad,hit,,K02503,,,,,F: Nucleotide metabolism and transport G: Carbohydrate metabolism and transport ,,A0A0V8RSV1,Diadenosine tetraphosphate hydrolase,,,GO:0016787,hydrolase activity [GO:0016787],,,APY09_06790,,APY09_06790,0.756945451,0.000110137,up
APY09_06795,0.02,9.11E-01,no,-0.01,9.47E-01,no,-0.03,9.97E-01,no,-0.04,7.96E-01,no,0.00,9.92E-01,no,-0.02,9.05E-01,no,APY09_06795,forward,leucine--tRNA ligase,K01869,J: Translation ,,APY09_RS06790,GI:983398462,WP_060566975.1,leucine--tRNA ligase,,GI:960429255,KSW11159.1,leucine--tRNA ligase,,XH001_01377,Leucine--tRNA ligase,leuS,6.1.1.4,fig|1660.4.peg.1386,Leucyl-tRNA synthetase (EC 6.1.1.4),6.1.1.4,DNA Processing/ Protein Processing,SEED:fig|1660.5.peg.1309,Leucyl-tRNA synthetase (EC 6.1.1.4),6.1.1.4,Belongs to the class-I aminoacyl-tRNA synthetase family,leuS,6.1.1.4,K01869,"ko00970,","M00359,M00360",R03657,"RC00055,RC00523",J: Translation ,"GO:0003674,GO:0003824,GO:0004812,GO:0004823,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006429,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0030312,GO:0034641,GO:0034645,GO:0034660,GO:0040007,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576",A0A0V8RSV4,Leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS),leuS,6.1.1.4,GO:0002161; GO:0004823; GO:0005524; GO:0005737; GO:0006429,cytoplasm [GO:0005737]; aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; leucine-tRNA ligase activity [GO:0004823]; leucyl-tRNA aminoacylation [GO:0006429],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00049}.,,APY09_06795,,APY09_06795,-0.02046217,0.904721239,unchanged
APY09_06800,-0.38,2.23E-02,no,-0.40,1.57E-02,no,0.23,9.97E-01,no,-0.18,2.81E-01,no,0.26,3.49E-01,no,-0.15,3.78E-01,no,APY09_06800,forward,formamidopyrimidine-DNA glycosylase,"K05522,K10563",L: Replication and repair ,,APY09_RS06795,GI:983398464,WP_060566977.1,formamidopyrimidine-DNA glycosylase,,GI:960429256,KSW11160.1,formamidopyrimidine-DNA glycosylase,,XH001_01378,Endonuclease 8 1,nei1,3.2.2.-,fig|1660.4.peg.1387,,,,SEED:fig|1660.5.peg.1310,Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23),3.2.2.23,Formamidopyrimidine-DNA glycosylase N-terminal domain,nei1,"3.2.2.23,4.2.99.18","K05522,K10563","ko03410,",,,,L: Replication and repair ,"GO:0000702,GO:0000703,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003697,GO:0003824,GO:0003906,GO:0004844,GO:0005488,GO:0006139,GO:0006259,GO:0006281,GO:0006289,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006979,GO:0008150,GO:0008152,GO:0008534,GO:0009987,GO:0016787,GO:0016798,GO:0016799,GO:0019104,GO:0033554,GO:0034599,GO:0034641,GO:0042221,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051716,GO:0070887,GO:0071704,GO:0090304,GO:0097159,GO:0097506,GO:0140097,GO:1901360,GO:1901363",A0A0V8RT54,Formamidopyrimidine-DNA glycosylase,,,GO:0003684; GO:0006284; GO:0006289; GO:0008270; GO:0016799; GO:0140078,"class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; damaged DNA binding [GO:0003684]; hydrolase activity, hydrolyzing N-glycosyl compounds [GO:0016799]; zinc ion binding [GO:0008270]; base-excision repair [GO:0006284]; nucleotide-excision repair [GO:0006289]",,,APY09_06800,,APY09_06800,-0.148468787,0.377534118,unchanged
APY09_06805,-0.05,8.00E-01,no,0.48,1.10E-02,no,0.17,9.97E-01,no,0.64,1.05E-03,recovery,0.09,8.40E-01,no,0.56,4.04E-03,recovery,APY09_06805,reverse,N-acetyltransferase Ats1,K20791,K: Transcription ,,APY09_RS06800,GI:983398466,WP_060566979.1,N-acetyltransferase Ats1,,GI:960429257,KSW11161.1,N-acetyltransferase Ats1,,XH001_01379,Acetyltransferase (GNAT) family protein,,,fig|1660.4.peg.1388,,,,SEED:fig|1660.5.peg.1311,FIG00355800: hypothetical protein,,Acetyltransferase (GNAT) family,,2.3.1.255,K20791,,,,,K: Transcription ,,A0A0V8RSZ3,N-acetyltransferase Ats1,,,GO:0008080,N-acetyltransferase activity [GO:0008080],,,APY09_06805,,APY09_06805,0.561424537,0.004041121,up
APY09_06810,-1.02,7.85E-04,decreased,-0.28,3.19E-01,no,-0.03,9.97E-01,no,-0.30,2.82E-01,no,-0.05,9.58E-01,no,-0.33,2.47E-01,no,APY09_06810,reverse,serine acetyltransferase,K00640,E: Amino Acid metabolism and transport ,,APY09_RS06805,GI:983398469,WP_060566982.1,serine O-acetyltransferase,,GI:960429258,KSW11162.1,serine acetyltransferase,,XH001_01380,Serine acetyltransferase,cysE,2.3.1.30,fig|1660.4.peg.1389,Serine acetyltransferase (EC 2.3.1.30),2.3.1.30,Metabolism,SEED:fig|1660.5.peg.1312,Serine acetyltransferase (EC 2.3.1.30),2.3.1.30,serine acetyltransferase,cysE,2.3.1.30,K00640,"ko00270,ko00920,ko01100,ko01110,ko01120,ko01200,ko01230,ko05111,",M00021,R00586,"RC00004,RC00041",E: Amino Acid metabolism and transport ,"GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006534,GO:0006535,GO:0006563,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008374,GO:0008652,GO:0009001,GO:0009058,GO:0009069,GO:0009070,GO:0009987,GO:0016053,GO:0016407,GO:0016412,GO:0016413,GO:0016740,GO:0016746,GO:0016747,GO:0019344,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",A0A0V8RT94,Serine acetyltransferase (EC 2.3.1.30),,2.3.1.30,GO:0005737; GO:0006535; GO:0009001,cytoplasm [GO:0005737]; serine O-acetyltransferase activity [GO:0009001]; cysteine biosynthetic process from serine [GO:0006535],,,APY09_06810,,APY09_06810,-0.331387353,0.246671344,unchanged
APY09_06815,-0.29,2.44E-01,no,-1.75,2.61E-07,initial,-0.01,9.97E-01,no,-1.77,1.96E-07,initial,-0.12,8.40E-01,no,-1.88,8.57E-08,initial,APY09_06815,reverse,cysteine synthase A,K01738,E: Amino Acid metabolism and transport ,,APY09_RS06810,GI:983398471,WP_060566984.1,cysteine synthase A,,GI:960429259,KSW11163.1,cysteine synthase,,XH001_01381,O-acetylserine sulfhydrylase,cysK1,2.5.1.47,fig|1660.4.peg.1390,Cysteine synthase (EC 2.5.1.47),2.5.1.47,Metabolism,SEED:fig|1660.5.peg.1313,Cysteine synthase (EC 2.5.1.47),2.5.1.47,Belongs to the cysteine synthase cystathionine beta- synthase family,cysK,2.5.1.47,K01738,"ko00270,ko00920,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,",M00021,"R00897,R03601,R04859","RC00020,RC02814,RC02821",E: Amino Acid metabolism and transport ,"GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0004124,GO:0005488,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006534,GO:0006535,GO:0006563,GO:0006790,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009069,GO:0009070,GO:0009987,GO:0016053,GO:0016740,GO:0016765,GO:0016829,GO:0016846,GO:0019344,GO:0019752,GO:0019842,GO:0030170,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0048037,GO:0050662,GO:0070279,GO:0071704,GO:0080146,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",A0A0V8RSX1,Cysteine synthase (EC 2.5.1.47),,2.5.1.47,GO:0004124; GO:0006535,cysteine synthase activity [GO:0004124]; cysteine biosynthetic process from serine [GO:0006535],,,APY09_06815,,APY09_06815,-1.87600167,8.57E-08,down
APY09_06820,0.71,3.37E-05,increased,1.04,2.60E-07,increased,-0.04,9.97E-01,no,0.98,6.93E-07,recovery,-0.42,5.13E-02,no,0.61,5.15E-04,recovery,APY09_06820,reverse,unknown function,,S: Function Unknown ,,APY09_RS06815,GI:983398473,WP_060566986.1,YigZ family protein,,GI:960429260,KSW11164.1,IMPACT family protein,,XH001_01382,IMPACT family member YigZ,yigZ,,fig|1660.4.peg.1391,,,,SEED:fig|1660.5.peg.1314,FIG000605: protein co-occurring with transport systems (COG1739),,YigZ family,yigZ,"2.1.1.45,3.4.13.9","K00560,K01271","ko00240,ko00670,ko01100,ko01523,",M00053,R02101,"RC00219,RC00332",S: Function Unknown ,,A0A0V8RSV6,IMPACT family protein,,,,,,,APY09_06820,,APY09_06820,0.612672766,0.000514719,up
APY09_06825,-0.34,2.45E-01,no,-0.18,5.46E-01,no,0.19,9.97E-01,no,0.02,9.49E-01,no,0.11,8.81E-01,no,-0.06,8.47E-01,no,APY09_06825,forward,50S ribosomal protein L32,K02911,J: Translation ,,APY09_RS06820,GI:489889439,WP_003792889.1,50S ribosomal protein L32,,GI:960429261,KSW11165.1,50S ribosomal protein L32,,XH001_01383,50S ribosomal protein L32,,,fig|1660.4.peg.1392,"LSU ribosomal protein L32p @ LSU ribosomal protein L32p, zinc-independent",,Protein Processing,SEED:fig|1660.5.peg.1315,LSU ribosomal protein L32p,,Belongs to the bacterial ribosomal protein bL32 family,rpmF,,K02911,"ko03010,",M00178,,,J: Translation ,,A0A0V8RT84,50S ribosomal protein L32,rpmF,,GO:0003735; GO:0006412; GO:0015934,large ribosomal subunit [GO:0015934]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412],,,APY09_06825,,APY09_06825,-0.060915635,0.847326703,unchanged
APY09_06830,-0.23,4.50E-01,no,1.39,3.28E-05,increased,0.01,9.97E-01,no,1.40,2.67E-05,recovery,-0.16,8.06E-01,no,1.23,1.40E-04,recovery,APY09_06830,forward,"monovalent cation:H+ antiporter-2, CPA2 family",K03455,P: Inorganic ion transport and metabolism ,other,APY09_RS06825,GI:983398475,WP_060566988.1,potassium transporter,,GI:960429262,KSW11166.1,potassium transporter,,XH001_01384,glutathione-regulated potassium-efflux system protein KefC,,,fig|1660.4.peg.1393,,,,SEED:fig|1660.5.peg.1316,FIG00342288: hypothetical protein,,"Transporter, CPA2 family",,,K03455,,,,,P: Inorganic ion transport and metabolism ,,A0A0V8RSX5,Potassium transporter,,,GO:0015299; GO:0016021,integral component of membrane [GO:0016021]; solute:proton antiporter activity [GO:0015299],,"TRANSMEM 31..51;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 58..78;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 84..103;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 115..137;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 143..166;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 178..198;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 204..229;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 249..267;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 273..293;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 300..319;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 325..347;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 367..386;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 392..415;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""",APY09_06830,,APY09_06830,1.227726508,0.000139767,up
APY09_06840,-0.34,1.97E-01,no,-1.18,6.41E-05,initial,-0.06,9.97E-01,no,-1.24,4.02E-05,initial,-0.22,6.80E-01,no,-1.39,1.57E-05,initial,APY09_06840,forward,"metF, also changed the COG",K00297,E: Amino Acid metabolism and transport ,,APY09_RS06835,GI:983398478,WP_060566991.1,"5,10-methylenetetrahydrofolate reductase",,GI:960429263,KSW11167.1,methylenetetrahydrofolate reductase,,XH001_01387,"5,10-methylenetetrahydrofolate reductase",metF,1.5.1.20,fig|1660.4.peg.1395,"5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)",1.5.1.20,Metabolism,SEED:fig|1660.5.peg.1317,"5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)",1.5.1.20,Methylenetetrahydrofolate reductase,metF,1.5.1.20,K00297,"ko00670,ko00720,ko01100,ko01120,ko01200,ko01523,",M00377,"R01224,R07168",RC00081,E: Amino Acid metabolism and transport ,"GO:0003674,GO:0003824,GO:0004489,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006730,GO:0008150,GO:0008152,GO:0009987,GO:0016491,GO:0016645,GO:0016646,GO:0044237,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0055114",A0A0V8RSU7,Methylenetetrahydrofolate reductase (EC 1.5.1.20),,1.5.1.20,GO:0004489; GO:0006555; GO:0035999,methylenetetrahydrofolate reductase (NAD(P)H) activity [GO:0004489]; methionine metabolic process [GO:0006555]; tetrahydrofolate interconversion [GO:0035999],,,APY09_06840,,APY09_06840,-1.391110286,1.56578E-05,down
APY09_06845,-0.21,4.74E-01,no,-1.15,3.20E-04,initial,-0.05,9.97E-01,no,-1.20,1.89E-04,initial,-0.11,8.83E-01,no,-1.26,1.31E-04,initial,APY09_06845,forward,"metE, also change the COG",K00549,H: Coenzyme metabolism ,,APY09_RS06840,GI:983398481,WP_060566994.1,5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase,,GI:960429264,KSW11168.1,5-methyltetrahydropteroyltriglutamate-- homocysteine methyltransferase,,XH001_01388,5-methyltetrahydropteroyltriglutamate-- homocysteine methyltransferase,metE_2,2.1.1.14,fig|1660.4.peg.1396,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14),2.1.1.14,Metabolism,SEED:fig|1660.5.peg.1318,5-methyltetrahydropteroyltriglutamate-- homocysteine methyltransferase (EC 2.1.1.14),2.1.1.14,Catalyzes the transfer of a methyl group from 5- methyltetrahydrofolate to homocysteine resulting in methionine formation,metE,2.1.1.14,K00549,"ko00270,ko00450,ko01100,ko01110,ko01230,",M00017,"R04405,R09365","RC00035,RC00113,RC01241",H: Coenzyme metabolism ,"GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0003871,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006464,GO:0006479,GO:0006520,GO:0006555,GO:0006575,GO:0006725,GO:0006730,GO:0006732,GO:0006760,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008172,GO:0008213,GO:0008276,GO:0008652,GO:0008705,GO:0009058,GO:0009066,GO:0009067,GO:0009086,GO:0009987,GO:0016020,GO:0016053,GO:0016740,GO:0016741,GO:0019538,GO:0019752,GO:0030312,GO:0032259,GO:0034641,GO:0035999,GO:0036211,GO:0040007,GO:0042084,GO:0042085,GO:0042558,GO:0043170,GO:0043412,GO:0043414,GO:0043436,GO:0043603,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0046653,GO:0050667,GO:0051186,GO:0071704,GO:0071944,GO:0140096,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",A0A0V8RSW6,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14),,2.1.1.14,GO:0003871; GO:0008270; GO:0009086; GO:0032259,5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity [GO:0003871]; zinc ion binding [GO:0008270]; methionine biosynthetic process [GO:0009086]; methylation [GO:0032259],,,APY09_06845,,APY09_06845,-1.264696096,0.000131256,down
APY09_06850,0.61,2.75E-02,increased,0.09,7.51E-01,no,-0.14,9.97E-01,no,-0.05,8.71E-01,no,0.05,9.54E-01,no,0.14,6.41E-01,no,APY09_06850,reverse,hypothetical protein,,S: Function Unknown ,,APY09_RS06845,GI:983398483,WP_060566996.1,hypothetical protein,,GI:960429265,KSW11169.1,hypothetical protein,,,,,,fig|1660.4.peg.1397,,,,SEED:fig|1660.5.peg.1319,hypothetical protein,,,,,,,,,,,,A0A0V8RSY5,Uncharacterized protein,,,,,,,APY09_06850,,APY09_06850,0.136693661,0.640636507,unchanged
APY09_06855,1.44,3.05E-05,increased,0.90,3.21E-03,increased,-0.13,9.97E-01,no,0.77,9.13E-03,recovery,-0.19,7.60E-01,no,0.70,1.58E-02,recovery,APY09_06855,forward,transcriptional regulator,,K: Transcription T: Signal Transduction ,,APY09_RS06850,GI:983398485,WP_060566998.1,transcriptional regulator,,GI:960429266,KSW11170.1,transcriptional regulator,,XH001_01389,Transcriptional regulatory protein SrrA,srrA,,fig|1660.4.peg.1398,,,,SEED:fig|1660.5.peg.1320,Phosphate regulon transcriptional regulatory protein PhoB (SphR),,"Transcriptional regulatory protein, C terminal",,,,,,,,K: Transcription T: Signal Transduction ,,A0A0V8RT49,Transcriptional regulator,,,GO:0000160; GO:0003677; GO:0006355,"DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]",,,APY09_06855,,APY09_06855,0.702552966,0.015849885,up
APY09_06860,1.23,4.99E-06,increased,0.94,1.14E-04,increased,0.08,9.97E-01,no,1.02,3.97E-05,recovery,0.08,8.92E-01,no,1.01,4.16E-05,recovery,APY09_06860,reverse,threonine dehydratase,K01754,E: Amino Acid metabolism and transport ,,APY09_RS06855,GI:736441673,WP_034463622.1,threonine dehydratase,,GI:960429267,KSW11171.1,threonine dehydratase,,XH001_01390,L-threonine dehydratase biosynthetic IlvA,ilvA,4.3.1.19,fig|1660.4.peg.1399,Threonine dehydratase biosynthetic (EC 4.3.1.19),4.3.1.19,Metabolism,SEED:fig|1660.5.peg.1321,Threonine dehydratase (EC 4.3.1.19),4.3.1.19,"Catalyzes the anaerobic formation of alpha-ketobutyrate and ammonia from threonine in a two-step reaction. The first step involved a dehydration of threonine and a production of enamine intermediates (aminocrotonate), which tautomerizes to its imine form (iminobutyrate). Both intermediates are unstable and short- lived. The second step is the nonenzymatic hydrolysis of the enamine imine intermediates to form 2-ketobutyrate and free ammonia. In the low water environment of the cell, the second step is accelerated by RidA",ilvA,4.3.1.19,K01754,"ko00260,ko00290,ko01100,ko01110,ko01130,ko01200,ko01230,",M00570,"R00220,R00996","RC00418,RC02600",E: Amino Acid metabolism and transport ,,A0A0V8RT59,L-threonine dehydratase (EC 4.3.1.19) (Threonine deaminase),ilvA,4.3.1.19,GO:0004794; GO:0009097,L-threonine ammonia-lyase activity [GO:0004794]; isoleucine biosynthetic process [GO:0009097],,,APY09_06860,,APY09_06860,1.014973344,4.15628E-05,up
APY09_06865,0.61,2.63E-02,increased,0.48,7.91E-02,no,0.26,9.97E-01,no,0.73,8.40E-03,recovery,0.33,5.09E-01,no,0.81,4.00E-03,recovery,APY09_06865,forward,oligoribonuclease,K13288,L: Replication and repair ,,APY09_RS06860,GI:983398487,WP_060567000.1,oligoribonuclease,,GI:960429268,KSW11172.1,oligoribonuclease,,XH001_01391,Oligoribonuclease,orn,3.1.-.-,fig|1660.4.peg.1400,3'-to-5' oligoribonuclease (orn),,RNA Processing,SEED:fig|1660.5.peg.1322,3'-to-5' oligoribonuclease (orn),,3'-to-5' exoribonuclease specific for small oligoribonucleotides,orn,,K13288,"ko03008,",,,,L: Replication and repair ,"GO:0000175,GO:0003674,GO:0003824,GO:0004518,GO:0004527,GO:0004532,GO:0004540,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008408,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0016796,GO:0016896,GO:0034641,GO:0040007,GO:0043170,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090503,GO:0140098,GO:1901360",A0A0V8RSW3,Oligoribonuclease,,,GO:0000175; GO:0003676,3'-5'-exoribonuclease activity [GO:0000175]; nucleic acid binding [GO:0003676],,,APY09_06865,,APY09_06865,0.810916506,0.003999543,up
