Locus_Tag,Recovery_6hours_vs_initial_encounter_ratio,Recovery_6hours_vs_initial_encounter_FDR,Recovery_6hours_vs_initial_encounter_siignificance,Recovery_10hours_vs_recovery_6hours_ratio,Recovery_10hours_vs_recovery_6hours_FDR,Recovery_10hours_vs_recovery_6hours_significance,Recovery_10hours_vs_initial_encounter_ratio,Recovery_10hours_vs_initial_encounter_FDR,Recovery_10hours_vs_initial_encounter_significance,Recovery_15hours_vs_recovery_6hours_ratio,Recovery_15hours_vs_recovery_6hours_FDR,Recovery_15hours_vs_recovery_6hours_significance,Recovery_15hours_vs_initial_encounter_ratio,Recovery_15hours_vs_initial_encounter_FDR,Recovery_15hours_vs_initial_encounter_significance,Locus Tag,min,max,Direction,McLean_product,NcLean_KEGG,McLean_COG,McLean_transport_group,Alternative_locus_tag,Genbank_protein_id,Genbank_product,PATRIC_id,PATRIC_product,PATRIC_class,eggNog_product,eggNog_gene_name,eggNog_EC,eggNog_KEGG,eggNog_KEGG_pathway,eggNog_KEGG_module,eggNog_KEGG_reaction,eggNog_KEGG_rclass,eggNog_COG,eggNog_GO,Locus_Tag
TM7x_01210,0.53,9.16E-03,recovery,0.03,9.98E-01,no,0.57,6.40E-03,recovery,0.11,5.45E-01,no,0.64,2.99E-03,recovery,TM7x_01210,225226,226389,forward,murG UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227],K02563,M: Cell wall/membrane/envelop biogenesis,,TM7x001_00246,AJA06770.1,hypothetical protein,fig|1476577.3.peg.223,UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N- acetylglucosamine transferase ,,Cell wall formation. Catalyzes the transfer of a GlcNAc subunit on undecaprenyl-pyrophosphoryl-MurNAc-pentapeptide (lipid intermediate I) to form undecaprenyl-pyrophosphoryl-MurNAc- (pentapeptide)GlcNAc (lipid intermediate II),murG,2.4.1.227,K02563,"ko00550,ko01100,ko01502,ko04112,map00550,map01100,map01502,map04112",,"R05032,R05662","RC00005,RC00049",M: Cell wall/membrane/envelop biogenesis,,TM7x_01210
TM7x_01215,-0.01,9.88E-01,no,0.09,9.98E-01,no,0.08,9.13E-01,no,0.20,8.92E-01,no,0.19,8.10E-01,no,TM7x_01215,226386,227300,forward,hypothetical protein,,S: Function Unknown,,TM7x001_00247,AJA06771.1,hypothetical protein,fig|1476577.3.peg.224,hypothetical protein,,,,,,,,,,,,TM7x_01215
TM7x_01220,0.10,5.08E-01,no,0.37,4.55E-02,no,0.47,7.02E-03,no,0.43,7.59E-03,no,0.54,3.23E-03,recovery,TM7x_01220,228070,228564,reverse,Protein of unknown function (DUF2726),,L: Replication and repair,,TM7x001_00248,AJA06386.1,topoisomerase,,,,Protein of unknown function (DUF2726),,,,,,,,L: Replication and repair,,TM7x_01220
TM7x_01225,0.84,1.28E-02,recovery,0.29,5.24E-01,no,1.13,1.94E-03,recovery,0.38,1.86E-01,no,1.22,1.14E-03,recovery,TM7x_01225,228615,228962,forward,S-adenosylmethionine decarboxylase proenzyme,K00797,E: Amino Acid metabolism and transport,,TM7x001_00249,AJA06387.1,S-adenosylmethionine decarboxylase proenzyme,fig|1476577.3.peg.225,"S-adenosylmethionine decarboxylase proenzyme , prokaryotic class 1B",,"Catalyzes the decarboxylation of S-adenosylmethionine to S-adenosylmethioninamine (dcAdoMet), the propylamine donor required for the synthesis of the polyamines spermine and spermidine from the diamine putrescine",speH,"2.5.1.128,2.5.1.16,4.1.1.50",K00797,"ko00270,ko00330,ko00410,ko00480,ko01100,map00270,map00330,map00410,map00480,map01100","M00034,M00133","R00178,R01920,R02869,R08359","RC00021,RC00053,RC00299",E: Amino Acid metabolism and transport,,TM7x_01225
TM7x_01230,0.28,2.68E-01,no,0.17,7.43E-01,no,0.45,8.39E-02,no,0.36,1.29E-01,no,0.65,2.03E-02,recovery,TM7x_01230,228964,229638,forward,hypothetical protein,,S: Function Unknown,,TM7x001_00250,AJA06772.1,hypothetical protein,fig|1476577.3.peg.226,hypothetical protein,,,,,,,,,,,,TM7x_01230
TM7x_01235,0.55,7.06E-02,no,-0.01,9.98E-01,no,0.55,7.44E-02,no,0.27,2.89E-01,no,0.82,1.23E-02,recovery,TM7x_01235,229648,231177,forward,spermidine synthase,K00797,S: Function Unknown,,TM7x001_00251,AJA06388.1,spermidine synthase,fig|1476577.3.peg.227,Spermidine synthase N-terminal extension / Spermidine synthase (EC 2.5.1.16),Metabolism,"Catalyzes the irreversible transfer of a propylamine group from the amino donor S-adenosylmethioninamine (decarboxy- AdoMet) to putrescine (1,4-diaminobutane) to yield spermidine",speE,2.5.1.16,K00797,"ko00270,ko00330,ko00410,ko00480,ko01100,map00270,map00330,map00410,map00480,map01100","M00034,M00133","R01920,R02869,R08359","RC00021,RC00053",S: Function Unknown,"GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944",TM7x_01235
TM7x_01240,0.74,8.88E-04,recovery,0.00,9.98E-01,no,0.74,8.45E-04,recovery,0.13,5.35E-01,no,0.87,2.65E-04,recovery,TM7x_01240,231189,233828,reverse,hypothetical protein,,S: Function Unknown,,TM7x001_00252,AJA06389.1,hypothetical protein,fig|1476577.3.peg.228,hypothetical protein,,helicase activity,,,,,,,,S: Function Unknown,,TM7x_01240
TM7x_01245,-0.30,7.17E-02,no,0.10,8.66E-01,no,-0.21,2.04E-01,no,0.23,1.71E-01,no,-0.07,6.61E-01,no,TM7x_01245,233873,234925,reverse,hypothetical protein,K02342,K: Transcription,,TM7x001_00253,AJA06773.1,hypothetical protein,fig|1476577.3.peg.229,hypothetical protein,,RNA polymerase activity,rpoA,"2.7.7.6,2.7.7.7",K02342,"ko00230,ko00240,ko01100,ko03010,ko03020,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03010,map03020,map03030,map03430,map03440","M00178,M00183,M00260","R00375,R00376,R00377,R00378,R00435,R00441,R00442,R00443",RC02795,K: Transcription,"GO:0003674,GO:0003824,GO:0003899,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006351,GO:0006354,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0032774,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0097659,GO:0097747,GO:0140098,GO:1901360,GO:1901362,GO:1901576",TM7x_01245
TM7x_01250,0.75,7.26E-03,recovery,0.08,9.64E-01,no,0.82,3.87E-03,recovery,0.05,9.19E-01,no,0.80,4.75E-03,recovery,TM7x_01250,235128,237431,reverse,DNA topoisomerase I,K03168,L: Replication and repair,,TM7x001_00254,AJA06390.1,DNA topoisomerase I,fig|1476577.3.peg.230,DNA topoisomerase I (EC 5.99.1.2),,"Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone",topA,5.99.1.2,K03168,,,,,L: Replication and repair,"GO:0000287,GO:0003674,GO:0003824,GO:0003916,GO:0003917,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0008150,GO:0009892,GO:0010605,GO:0016020,GO:0016853,GO:0019219,GO:0019222,GO:0030312,GO:0031323,GO:0031324,GO:0032069,GO:0032074,GO:0040007,GO:0043086,GO:0043167,GO:0043169,GO:0044092,GO:0044424,GO:0044444,GO:0044464,GO:0045934,GO:0046872,GO:0048519,GO:0048523,GO:0050789,GO:0050790,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051336,GO:0051346,GO:0060255,GO:0060700,GO:0060701,GO:0065007,GO:0065009,GO:0071944,GO:0080090,GO:0140097",TM7x_01250
TM7x_01255,-0.20,3.17E-01,no,0.04,9.98E-01,no,-0.16,4.28E-01,no,0.17,3.79E-01,no,-0.03,8.69E-01,no,TM7x_01255,237484,238164,reverse,hypothetical protein,,S: Function Unknown,,TM7x001_00255,AJA06774.1,hypothetical protein,fig|1476577.3.peg.231,hypothetical protein,,,,,,,,,,,,TM7x_01255
TM7x_01260,0.45,3.36E-02,no,0.01,9.98E-01,no,0.46,2.89E-02,no,0.06,8.47E-01,no,0.51,1.86E-02,recovery,TM7x_01260,238203,239072,reverse,DNA processing protein DprA,K03168,L: Replication and repair U: Intracellular trafficing and secretion,,TM7x001_00256,AJA06391.1,DNA processing protein DprA,fig|1476577.3.peg.232,Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake,,DNA recombination-mediator protein A,dprA,5.99.1.2,K03168,,,,,L: Replication and repair U: Intracellular trafficing and secretion,,TM7x_01260
TM7x_01265,-0.84,1.04E-03,initial,0.01,9.98E-01,no,-0.84,1.06E-03,initial,0.05,8.92E-01,no,-0.79,1.66E-03,initial,TM7x_01265,239454,239867,reverse,Fur family transcriptional regulator,K03711,P: Inorganic ion transport and metabolism,,TM7x001_00257,AJA06392.1,Fur family transcriptional regulator,,,,Belongs to the Fur family,fur,,K03711,"ko02024,map02024",,,,P: Inorganic ion transport and metabolism,,TM7x_01265
TM7x_01270,-0.84,7.19E-04,initial,0.03,9.98E-01,no,-0.81,8.96E-04,initial,0.10,6.84E-01,no,-0.74,1.75E-03,initial,TM7x_01270,239913,240623,reverse,hypothetical protein,K08986,S: Function Unknown,,TM7x001_00258,AJA06775.1,hypothetical protein,fig|1476577.3.peg.233,hypothetical protein,,TIGRFAM TIGR03943 family protein,ycgQ,,K08986,,,,,S: Function Unknown,,TM7x_01270
TM7x_01275,-0.39,8.78E-02,no,0.08,9.54E-01,no,-0.31,1.64E-01,no,0.18,4.40E-01,no,-0.21,3.42E-01,no,TM7x_01275,240637,241680,reverse,permease,K07089,S: Function Unknown,unknown,TM7x001_00259,AJA06393.1,permease,fig|1476577.3.peg.234,"Uncharacterized membrane protein, YraQ family",,Predicted permease,ycgR,,K07089,,,,,S: Function Unknown,,TM7x_01275
TM7x_01280,-0.75,1.15E-02,initial,-0.01,9.98E-01,no,-0.77,1.01E-02,initial,0.14,6.84E-01,no,-0.62,3.03E-02,initial,TM7x_01280,241716,242840,forward,hypothetical protein,K09799,S: Function Unknown,,TM7x001_00260,AJA06394.1,hypothetical protein,fig|1476577.3.peg.235,Integral membrane protein,,Protein of unknown function (DUF475),,,K09799,,,,,S: Function Unknown,,TM7x_01280
TM7x_01285,-0.70,2.16E-02,initial,0.04,9.98E-01,no,-0.66,2.86E-02,initial,0.10,8.22E-01,no,-0.60,4.21E-02,initial,TM7x_01285,242860,243420,reverse,peptidyl-tRNA hydrolase,K01056,J: Translation,,TM7x001_00261,AJA06395.1,peptidyl-tRNA hydrolase,fig|1476577.3.peg.236,Peptidyl-tRNA hydrolase (EC 3.1.1.29),Protein Processing/ Cellular Processes,The natural substrate for this enzyme may be peptidyl- tRNAs which drop off the ribosome during protein synthesis,pth,3.1.1.29,K01056,,,,,J: Translation,"GO:0003674,GO:0003824,GO:0004045,GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0016787,GO:0016788,GO:0040007,GO:0044464,GO:0052689,GO:0071944,GO:0140098,GO:0140101",TM7x_01285
TM7x_01290,-0.38,6.22E-02,no,-0.12,8.08E-01,no,-0.50,1.84E-02,initial,-0.12,6.67E-01,no,-0.49,2.04E-02,no,TM7x_01290,243464,244432,forward,hypothetical protein,K02234,S: Function Unknown,,TM7x001_00262,AJA06776.1,hypothetical protein,fig|1476577.3.peg.237,hypothetical protein,,Cobalamin synthesis protein cobW C-terminal domain,,,K02234,,,,,S: Function Unknown,,TM7x_01290
TM7x_01295,-2.17,1.90E-09,initial,0.14,5.22E-01,no,-2.03,4.00E-09,initial,0.31,3.64E-02,no,-1.87,9.03E-09,initial,TM7x_01295,244554,244943,reverse,hypothetical protein,,S: Function Unknown,,TM7x001_00263,AJA06777.1,hypothetical protein,,,,,,,,,,,,,,TM7x_01295
TM7x_01300,0.52,4.35E-01,no,-0.10,9.98E-01,no,0.42,5.20E-01,no,-0.16,9.19E-01,no,0.37,5.90E-01,no,TM7x_01300,245199,246767,reverse,GTPase,K00058,S: Function Unknown,,TM7x001_00264,AJA06396.1,GTPase,fig|1476577.3.peg.238,GTP-binding protein EngA,,GTPase that plays an essential role in the late steps of ribosome biogenesis,der,"1.1.1.399,1.1.1.95",K00058,"ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230",M00020,R01513,RC00031,S: Function Unknown,"GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044464,GO:0071944",TM7x_01300
TM7x_01305,-0.53,5.80E-01,no,-0.03,9.98E-01,no,-0.56,5.54E-01,no,0.11,9.77E-01,no,-0.41,6.70E-01,no,TM7x_01305,246826,247347,reverse,hypothetical protein,,S: Function Unknown,,TM7x001_00265,AJA06778.1,hypothetical protein,,,,,,,,,,,,,,TM7x_01305
TM7x_01310,-3.66,4.30E-02,initial,0.09,9.98E-01,no,-3.57,4.50E-02,initial,0.14,9.79E-01,no,-3.52,4.78E-02,initial,TM7x_01310,247419,248123,reverse,pseudouridine synthase,K06178,J: Translation,,TM7x001_00266,AJA06397.1,pseudouridine synthase,fig|1476577.3.peg.239,LSU rRNA pseudouridine(2605) synthase (EC 5.4.99.22),RNA Processing,pseudouridine synthase activity,rluB,"5.4.99.19,5.4.99.22",K06178,,,,,J: Translation,,TM7x_01310
TM7x_01315,1.96,7.14E-07,recovery,0.24,1.77E-01,no,2.20,2.55E-07,recovery,0.29,4.17E-02,no,2.25,2.19E-07,recovery,TM7x_01315,248120,249076,reverse,chemotaxis protein CheY,,T: Signal Transduction,,TM7x001_00267,AJA06398.1,chemotaxis protein CheY,fig|1476577.3.peg.240,hypothetical protein,,Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,,,,,,,,T: Signal Transduction,,TM7x_01315
TM7x_01320,-1.78,1.71E-01,no,0.39,9.98E-01,no,-1.39,2.71E-01,no,0.49,8.49E-01,no,-1.29,3.09E-01,no,TM7x_01320,249129,251087,reverse,hypothetical protein,K07636,T: Signal Transduction,,TM7x001_00268,AJA06779.1,hypothetical protein,fig|1476577.3.peg.241,hypothetical protein,,"PFAM ATP-binding region, ATPase domain protein",phoR,2.7.13.3,K07636,"ko02020,map02020",M00434,,,T: Signal Transduction,,TM7x_01320
TM7x_01325,0.55,3.88E-01,no,0.11,9.98E-01,no,0.66,2.93E-01,no,0.24,7.97E-01,no,0.79,2.16E-01,no,TM7x_01325,251147,252355,forward,hypothetical protein,,S: Function Unknown,,TM7x001_00269,AJA06780.1,hypothetical protein,fig|1476577.3.peg.243,hypothetical protein,,,,,,,,,,,,TM7x_01325
TM7x_01330,0.91,3.95E-02,recovery,0.01,9.98E-01,no,0.92,3.63E-02,recovery,0.05,9.76E-01,no,0.95,3.08E-02,recovery,TM7x_01330,252391,253383,forward,hypothetical protein,,S: Function Unknown,,TM7x001_00270,AJA06781.1,hypothetical protein,fig|1476577.3.peg.244,TonB-dependent receptor,,,,,,,,,,,,TM7x_01330
TM7x_01340,1.36,1.57E-04,recovery,0.01,9.98E-01,no,1.36,1.48E-04,recovery,0.03,9.77E-01,no,1.39,1.32E-04,recovery,TM7x_01340,253550,253933,reverse,response regulator receiver protein,,K: Transcription T: Signal Transduction,,TM7x001_00272,AJA06399.1,response regulator receiver protein,fig|1476577.3.peg.245,DNA-binding response regulator,,cheY-homologous receiver domain,,,,,,,,K: Transcription T: Signal Transduction,,TM7x_01340
TM7x_01345,1.61,4.10E-06,recovery,0.10,7.75E-01,no,1.71,2.36E-06,recovery,0.12,4.57E-01,no,1.73,2.09E-06,recovery,TM7x_01345,253942,255213,reverse,hypothetical protein,K07636,T: Signal Transduction,,TM7x001_00273,AJA06782.1,hypothetical protein,fig|1476577.3.peg.246,hypothetical protein,,PhoQ Sensor,,2.7.13.3,K07636,"ko02020,map02020",M00434,,,T: Signal Transduction,,TM7x_01345
TM7x_01350,1.45,1.66E-05,recovery,0.17,4.78E-01,no,1.62,7.02E-06,recovery,0.19,2.23E-01,no,1.65,5.91E-06,recovery,TM7x_01350,255456,256562,reverse,hypothetical protein,,S: Function Unknown,,TM7x001_00274,AJA06400.1,hypothetical protein,fig|1476577.3.peg.247,hypothetical protein,,Protein of unknown function (DUF3048) C-terminal domain,yerB,,,,,,,S: Function Unknown,,TM7x_01350
TM7x_01355,0.60,4.83E-04,recovery,0.16,3.03E-01,no,0.75,7.74E-05,recovery,0.22,6.17E-02,no,0.81,4.40E-05,recovery,TM7x_01355,256601,258043,reverse,gltX nondiscriminating glutamyl-tRNA synthetase [EC:6.1.1.24],K09698,J: Translation,,TM7x001_00275,AJA06401.1,glutamyl-tRNA synthetase,fig|1476577.3.peg.248,Glutamyl-tRNA synthetase (EC 6.1.1.17),Protein Processing,Catalyzes the attachment of glutamate to tRNA(Glu) in a two-step reaction glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu),gltX,6.1.1.17,K01885,"ko00860,ko00970,ko01100,ko01110,ko01120,map00860,map00970,map01100,map01110,map01120","M00121,M00359,M00360",R05578,"RC00055,RC00523",J: Translation,,TM7x_01355
TM7x_01360,1.23,7.20E-06,recovery,0.41,1.75E-02,no,1.64,6.85E-07,recovery,0.42,3.53E-03,no,1.65,6.73E-07,recovery,TM7x_01360,258073,259089,reverse,hypothetical protein,,S: Function Unknown,,TM7x001_00276,AJA06783.1,hypothetical protein,fig|1476577.3.peg.249,hypothetical protein,,,,,,,,,,,,TM7x_01360
TM7x_01365,0.72,6.21E-03,recovery,0.14,7.42E-01,no,0.85,1.96E-03,recovery,0.11,6.84E-01,no,0.83,2.62E-03,recovery,TM7x_01365,259178,260674,forward,hypothetical protein,,S: Function Unknown,,TM7x001_00277,AJA06784.1,hypothetical protein,fig|1476577.3.peg.250,hypothetical protein,,,,,,,,,,,,TM7x_01365
TM7x_01370,1.44,2.77E-05,recovery,-0.04,9.98E-01,no,1.40,3.22E-05,recovery,0.01,9.79E-01,no,1.45,2.58E-05,recovery,TM7x_01370,260683,262056,reverse,hypothetical protein,K07284,M: Cell wall/membrane/envelop biogenesis,,TM7x001_00278,AJA06785.1,hypothetical protein,fig|1476577.3.peg.251,hypothetical protein,,Sortase family,,3.4.22.70,K07284,,,,,M: Cell wall/membrane/envelop biogenesis,,TM7x_01370
TM7x_01380,1.39,1.48E-05,recovery,0.13,7.17E-01,no,1.52,7.02E-06,recovery,0.15,3.89E-01,no,1.54,6.09E-06,recovery,TM7x_01380,262289,263077,reverse,hypothetical protein,,S: Function Unknown,,TM7x001_00280,AJA06402.1,hypothetical protein,fig|1476577.3.peg.252,hypothetical protein,,,,,,,,,,,,TM7x_01380
TM7x_01385,-0.58,5.23E-01,no,0.22,9.98E-01,no,-0.36,6.83E-01,no,0.22,9.11E-01,no,-0.36,6.91E-01,no,TM7x_01385,263078,263878,reverse,exodeoxyribonuclease III,K01142,L: Replication and repair,,TM7x001_00281,AJA06403.1,exodeoxyribonuclease III,fig|1476577.3.peg.253,Exodeoxyribonuclease III (EC 3.1.11.2),,double-stranded DNA 3'-5' exodeoxyribonuclease activity,xth,3.1.11.2,K01142,"ko03410,map03410",,,,L: Replication and repair,"GO:0003674,GO:0003824,GO:0003906,GO:0004518,GO:0004527,GO:0004529,GO:0004536,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006259,GO:0006281,GO:0006284,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008296,GO:0008309,GO:0008311,GO:0008408,GO:0009987,GO:0016787,GO:0016788,GO:0016796,GO:0016895,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0090305,GO:0140097,GO:1901360",TM7x_01385
TM7x_01390,-3.79,3.37E-02,initial,0.09,9.98E-01,no,-3.69,3.52E-02,initial,0.21,9.77E-01,no,-3.57,4.00E-02,initial,TM7x_01390,263909,264715,forward,hypothetical protein,,I: Lipid metabolism,,TM7x001_00282,AJA06786.1,hypothetical protein,fig|1476577.3.peg.254,hypothetical protein,,Hydrolase,yugF,,,,,,,I: Lipid metabolism,"GO:0003674,GO:0003824,GO:0016787",TM7x_01390
TM7x_01395,0.58,7.63E-03,recovery,0.08,9.26E-01,no,0.65,3.42E-03,recovery,-0.04,9.19E-01,no,0.54,1.12E-02,recovery,TM7x_01395,264735,265757,forward,hypothetical protein,K13678,M: Cell wall/membrane/envelop biogenesis,,TM7x001_00283,AJA06787.1,hypothetical protein,fig|1476577.3.peg.255,"Glycosyltransferase LafB, responsible for the formation of Gal-Glc-DAG",,"transferase activity, transferring glycosyl groups",cpoA,,K13678,,,R10865,"RC00005,RC00049",M: Cell wall/membrane/envelop biogenesis,"GO:0003674,GO:0003824,GO:0006629,GO:0006643,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009987,GO:0016740,GO:0016757,GO:0016758,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0046467,GO:0071704,GO:1901576",TM7x_01395
TM7x_01400,0.88,4.03E-04,recovery,0.02,9.98E-01,no,0.89,3.40E-04,recovery,-0.08,7.23E-01,no,0.80,7.96E-04,recovery,TM7x_01400,265774,267072,forward,hypothetical protein,,M: Cell wall/membrane/envelop biogenesis,,TM7x001_00284,AJA06788.1,hypothetical protein,fig|1476577.3.peg.256,"Glycosyltransferase LafA, responsible for the formation of Glc-DAG",,Glycosyl transferases group 1,,,,,,,,M: Cell wall/membrane/envelop biogenesis,,TM7x_01400
TM7x_01405,-1.82,1.29E-01,no,0.00,9.98E-01,no,-1.82,1.28E-01,no,-0.11,9.77E-01,no,-1.93,1.10E-01,no,TM7x_01405,267079,267555,reverse,single-stranded DNA-binding protein,K03664,"O: Post-translational modification, protein turnover, chaperone functions",,TM7x001_00285,AJA06404.1,single-stranded DNA-binding protein,fig|1476577.3.peg.257,tmRNA-binding protein SmpB,Protein Processing,"the 2 termini fold to resemble tRNA(Ala) and it encodes a tag peptide , a short internal open reading frame. During trans-translation Ala- aminoacylated tmRNA acts like a tRNA, entering the A-site of stalled ribosomes, displacing the stalled mRNA. The ribosome then switches to translate the ORF on the tmRNA",smpB,,K03664,,,,,"O: Post-translational modification, protein turnover, chaperone functions","GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0070930,GO:0071704,GO:0097159,GO:1901363,GO:1901564",TM7x_01405
TM7x_01410,-0.87,5.86E-01,no,-0.04,9.98E-01,no,-0.91,5.67E-01,no,0.13,9.77E-01,no,-0.74,6.51E-01,no,TM7x_01410,267677,268843,forward,hypothetical protein,,S: Function Unknown,,TM7x001_00286,AJA06789.1,hypothetical protein,fig|1476577.3.peg.258,hypothetical protein,,,,,,,,,,,,TM7x_01410
TM7x_01415,-0.05,8.01E-01,no,-0.19,4.78E-01,no,-0.24,2.15E-01,no,-0.04,9.19E-01,no,-0.09,6.41E-01,no,TM7x_01415,268878,270758,forward,hypothetical protein,K06158,S: Function Unknown,unknown,TM7x001_00287,AJA06790.1,hypothetical protein,fig|1476577.3.peg.259,hypothetical protein,,"ABC transporter, ATP-binding protein",,,K06158,,,,,S: Function Unknown,,TM7x_01415
TM7x_01420,-0.43,2.43E-01,no,-0.04,9.98E-01,no,-0.47,1.96E-01,no,-0.18,7.05E-01,no,-0.61,1.02E-01,no,TM7x_01420,270807,271094,reverse,hypothetical protein,K03676,"O: Post-translational modification, protein turnover, chaperone functions",,TM7x001_00288,AJA06405.1,glutaredoxin,fig|1476577.3.peg.260,Glutaredoxin and related proteins,,Glutaredoxin,nrdH,,K03676,,,,,"O: Post-translational modification, protein turnover, chaperone functions",,TM7x_01420
TM7x_01425,-3.29,4.44E-02,initial,0.09,9.98E-01,no,-3.20,4.64E-02,initial,0.18,9.77E-01,no,-3.11,5.10E-02,no,TM7x_01425,271146,271367,reverse,hypothetical protein,,S: Function Unknown,,,AJA06791.1,hypothetical protein,fig|1476577.3.peg.261,hypothetical protein,,,,,,,,,,,,TM7x_01425
TM7x_01430,-1.63,1.57E-01,no,0.24,9.98E-01,no,-1.39,2.15E-01,no,0.17,9.66E-01,no,-1.45,2.01E-01,no,TM7x_01430,271410,271667,forward,ATP synthase,,C: Energy production and conversion,,TM7x001_00289,AJA06406.1,ATP synthase,fig|1476577.3.peg.262,hypothetical protein,,,,,,,,,,,,TM7x_01430
TM7x_01435,0.60,2.69E-03,recovery,0.23,2.01E-01,no,0.83,2.62E-04,recovery,0.03,9.44E-01,no,0.63,2.03E-03,recovery,TM7x_01435,271664,272500,forward,ATP synthase subunit A,K02108,C: Energy production and conversion,,TM7x001_00290,AJA06407.1,ATP synthase subunit A,fig|1476577.3.peg.263,ATP synthase F0 sector subunit a (EC 3.6.3.14),,it plays a direct role in the translocation of protons across the membrane,atpB,,K02108,"ko00190,ko00195,ko01100,map00190,map00195,map01100",M00157,,,C: Energy production and conversion,,TM7x_01435
TM7x_01440,0.67,2.16E-02,recovery,0.10,9.43E-01,no,0.77,1.04E-02,recovery,-0.27,2.24E-01,no,0.40,1.46E-01,no,TM7x_01440,272536,272748,forward,H(+)-transporting ATPase,,C: Energy production and conversion,other,TM7x001_00291,AJA06408.1,H(+)-transporting ATPase,fig|1476577.3.peg.264,hypothetical protein,,,,,,,,,,,,TM7x_01440
TM7x_01445,0.66,1.28E-02,recovery,0.04,9.98E-01,no,0.70,8.85E-03,recovery,-0.24,2.36E-01,no,0.41,9.08E-02,no,TM7x_01445,272764,273306,forward,hypothetical protein,,S: Function Unknown,,TM7x001_00292,AJA06792.1,hypothetical protein,fig|1476577.3.peg.265,ATP synthase F0 sector subunit b ,,,,,,,,,,,,TM7x_01445
TM7x_01450,0.54,5.12E-02,no,0.02,9.98E-01,no,0.56,4.28E-02,recovery,-0.22,3.49E-01,no,0.32,2.32E-01,no,TM7x_01450,273307,273705,forward,hypothetical protein,,S: Function Unknown,,TM7x001_00293,AJA06793.1,hypothetical protein,fig|1476577.3.peg.266,hypothetical protein,,,,,,,,,,,,TM7x_01450
